Temperature (°C),Humidity (%),Ice Cream Sales,Beach Visitors,Energy Consumption (kWh),Air Quality Index,Outdoor Activities,Water Consumption (L),Sunscreen Sales,Restaurant Visitors,Mood Index,Productivity Score
7.3,62.4,50,149,450,45,54,653,84,78,6,64
24.7,62.8,226,686,739,18,153,1074,176,285,10,53
36.2,83.7,411,885,958,6,195,1595,260,284,10,38
25.8,67.5,302,584,807,36,183,1104,193,240,10,40
26.6,81.7,236,635,780,1,156,1301,226,227,10,45
27.7,64.9,315,653,661,34,185,1181,227,279,10,54
11.6,50.2,76,244,452,48,68,591,114,108,7,66
0.6,70.8,26,7,388,64,9,695,0,26,2,63
38.3,70.0,348,1058,825,0,256,1660,334,355,10,41
12.7,84.9,119,397,701,19,57,1067,96,134,7,40
12.8,81.9,99,336,614,32,74,1184,111,111,9,57
16.0,84.3,187,321,592,37,84,1104,147,172,10,41
32.2,60.5,285,762,692,41,211,1276,286,294,10,53
36.6,45.7,371,871,854,22,265,1158,284,454,10,50
14.6,39.9,158,346,509,45,116,520,142,165,10,65
36.8,31.2,378,880,790,12,323,1239,310,493,10,50
39.3,64.8,421,1060,860,0,251,1465,332,434,10,45
7.5,63.8,117,286,441,56,40,911,34,57,5,48
3.0,74.1,45,53,478,65,7,906,46,60,1,62
15.9,76.8,124,444,589,37,100,1134,155,138,9,49
38.6,58.6,376,1047,854,18,255,1415,307,392,10,48
28.7,48.2,262,722,746,28,198,1054,221,330,10,61
31.4,46.0,323,694,782,15,240,1104,240,410,10,59
31.2,74.2,337,739,915,26,189,1228,228,333,10,39
16.0,69.9,145,347,657,54,121,922,157,128,10,46
8.8,33.8,96,297,256,59,60,453,91,80,6,68
27.6,89.5,252,771,894,6,146,1250,241,277,10,36
23.2,39.8,280,572,559,56,176,724,204,287,10,55
31.0,69.0,338,681,854,33,188,1339,276,269,10,48
33.3,58.7,314,837,860,21,240,1093,294,354,10,39
39.5,76.2,347,1003,923,0,262,1743,335,319,10,47
34.2,39.3,336,893,625,39,282,1065,275,364,10,45
2.5,74.5,50,136,433,41,4,710,0,40,2,64
39.0,81.6,383,1003,996,18,212,1400,341,313,10,41
17.3,61.6,216,444,467,26,101,1058,128,153,10,54
21.7,66.1,219,507,683,15,137,1244,167,229,10,57
23.1,34.7,190,503,567,40,176,687,194,292,10,53
20.5,80.6,157,421,712,30,125,1290,157,200,10,45
30.5,88.1,325,667,820,17,164,1324,273,255,10,40
3.6,32.5,80,170,250,85,49,540,46,45,2,73
19.6,47.2,151,542,577,66,130,789,148,238,10,58
36.6,76.4,331,907,906,25,209,1685,266,316,10,30
20.8,79.4,200,488,741,45,109,1123,179,141,10,42
21.8,59.2,185,626,625,52,134,1057,159,252,10,56
5.8,63.9,43,188,324,66,28,652,54,20,3,56
28.2,59.3,236,655,775,14,190,1087,213,307,10,41
1.2,88.3,56,49,454,57,0,784,13,46,1,62
5.0,87.4,72,36,556,39,23,1092,49,59,4,61
29.7,64.0,248,841,794,27,198,1318,244,254,10,50
17.9,45.5,160,520,450,61,141,969,124,247,10,56
12.5,47.5,166,358,392,42,78,910,128,123,10,65
27.9,86.7,260,612,867,31,177,1353,202,235,10,33
17.1,50.9,208,433,424,42,144,979,132,209,10,61
37.1,46.1,418,998,797,35,280,1279,317,430,10,40
26.1,78.6,263,667,702,40,156,1311,220,278,10,44
14.8,39.3,133,334,464,41,102,592,100,204,10,52
35.6,68.3,319,805,857,19,237,1241,302,360,10,40
13.7,84.4,175,261,536,55,88,1128,134,157,6,49
14.4,36.0,146,293,404,60,112,612,123,145,10,66
5.4,74.0,58,117,467,66,37,861,33,94,3,62
13.1,69.7,169,355,624,60,82,964,83,143,10,54
13.7,48.6,158,399,393,57,86,582,119,204,10,58
17.9,63.6,194,489,637,34,129,1000,157,204,10,62
36.1,40.3,401,817,811,23,302,1167,265,474,10,42
38.1,72.1,426,896,896,0,228,1290,276,317,10,42
24.2,74.0,203,592,652,17,167,1172,183,230,10,45
9.5,80.3,134,307,589,46,40,1186,102,63,7,52
34.6,43.1,332,965,767,46,281,1257,296,434,10,59
9.9,64.6,140,160,395,36,65,821,65,75,7,53
25.5,45.1,264,616,547,57,206,1141,228,269,10,55
34.9,41.1,313,773,794,35,297,967,272,445,10,50
36.9,79.7,404,854,1002,18,228,1684,272,318,10,44
15.7,66.4,178,465,596,37,116,949,143,155,10,57
31.9,41.7,327,843,750,41,254,1178,230,422,10,52
27.3,73.7,283,683,794,25,160,1189,191,274,10,50
12.8,48.6,131,342,379,53,79,802,94,133,8,52
22.9,85.1,236,622,832,26,121,1481,205,201,10,51
16.0,79.5,139,491,567,32,97,1129,112,189,10,51
24.5,65.6,271,580,773,48,164,1195,214,263,10,49
33.7,43.1,298,880,681,20,275,995,284,388,10,48
14.5,68.4,126,342,610,43,94,787,125,120,10,47
9.4,87.6,64,162,574,25,50,983,73,127,4,59
15.5,53.6,176,425,502,68,101,1031,145,128,10,47
17.5,86.8,176,453,709,24,99,1167,155,107,9,47
24.6,44.5,209,522,533,27,187,976,199,276,10,58
18.5,35.9,163,438,502,50,163,703,174,252,10,58
34.3,82.1,390,918,1007,4,217,1371,288,294,10,37
27.4,73.7,310,612,830,40,174,1105,228,304,10,44
39.2,82.5,384,1061,926,19,213,1592,320,330,10,28
34.5,69.3,319,864,769,9,211,1352,292,298,10,44
14.9,32.5,128,441,387,80,105,530,115,185,10,63
18.8,54.6,205,446,622,39,155,833,135,198,10,51
17.8,87.4,142,474,704,21,91,1170,157,112,8,43
27.2,53.7,257,754,597,27,201,1279,205,295,10,56
32.5,46.0,279,800,673,42,237,1234,271,401,10,51
38.2,59.9,365,1017,890,0,260,1499,280,379,10,47
25.8,61.7,229,725,595,45,196,1291,183,272,10,53
6.2,59.4,61,116,478,80,53,698,52,57,5,53
19.8,33.3,157,497,555,73,162,587,188,222,10,67
24.6,30.7,267,570,519,40,213,652,184,271,10,54
30.8,63.7,282,820,736,26,200,1346,264,346,10,53
8.8,82.1,68,286,486,50,64,947,67,35,5,44
20.6,48.3,245,544,637,50,168,732,161,215,10,54
3.6,55.1,1,55,326,56,18,804,16,65,2,54
17.6,37.2,205,390,370,57,139,652,162,237,10,52
2.8,34.3,73,51,172,72,31,240,7,10,1,64
32.1,81.9,360,746,962,0,176,1564,243,331,10,35
21.9,45.5,192,502,528,51,161,777,161,274,10,58
0.3,78.6,5,0,414,59,14,602,0,31,1,63
17.2,47.6,207,368,484,66,138,656,120,173,10,65
8.5,60.8,108,135,351,44,62,954,97,85,6,63
28.6,32.0,328,666,655,28,236,711,236,358,10,59
36.9,62.0,355,1017,766,19,259,1479,283,407,10,45
20.7,68.7,220,526,668,30,131,943,144,253,10,44
17.0,64.4,211,480,566,53,114,933,150,220,10,45
19.4,45.3,215,445,421,62,152,791,184,203,10,64
11.5,84.2,152,220,689,45,76,1129,93,130,7,46
15.1,60.0,170,456,496,37,104,965,128,162,10,49
27.3,48.9,240,656,653,43,202,952,232,322,10,42
40.0,53.0,444,1059,798,0,302,1471,319,487,10,39
25.5,40.7,217,696,495,43,206,1068,197,331,10,51
4.7,87.7,25,114,528,38,34,1020,56,65,2,46
0.2,30.6,13,0,235,100,14,310,24,35,1,68
8.5,46.0,84,311,374,73,70,464,80,56,8,57
17.7,38.5,195,365,492,69,162,880,150,241,10,56
30.3,38.6,263,733,640,36,254,1024,220,330,10,57
16.1,56.5,201,378,604,29,118,1023,101,221,10,47
21.2,81.3,256,516,781,22,110,1265,157,201,10,36
4.2,87.6,57,71,567,63,19,854,52,47,2,42
8.3,88.3,125,264,538,55,48,1069,61,52,4,55
17.7,70.4,172,523,580,24,104,993,136,152,10,59
14.1,55.8,175,313,435,40,88,774,102,111,8,54
20.7,78.3,216,467,735,18,134,1188,158,183,10,51
39.1,34.2,387,937,685,36,331,1172,330,482,10,46
7.5,83.3,118,244,579,42,29,900,77,29,2,53
14.0,62.6,143,335,435,63,87,767,122,149,10,58
24.5,49.8,201,595,622,44,197,1047,205,243,10,50
0.1,64.0,0,31,376,50,13,747,28,0,1,56
9.5,66.4,128,210,378,50,75,757,65,67,7,55
23.9,44.2,211,666,651,50,204,866,183,273,10,64
9.3,58.4,51,171,473,76,49,574,99,125,8,64
15.5,53.5,174,348,552,61,115,800,123,197,10,47
33.9,62.7,304,851,778,12,214,1321,278,335,10,36
4.7,71.3,26,91,498,56,32,880,26,0,4,50
15.3,34.0,152,360,304,63,115,722,101,164,10,56
37.9,52.9,341,882,917,19,291,1459,307,449,10,48
1.2,83.5,47,115,475,51,4,735,39,0,2,62
26.5,34.1,312,714,550,41,226,808,239,294,10,48
24.6,59.7,234,606,608,52,183,1202,208,296,10,60
24.8,81.2,248,684,827,24,132,1124,202,257,10,45
0.2,63.7,0,75,241,59,0,651,0,0,2,58
26.9,47.4,315,591,568,19,223,1194,243,284,10,59
19.7,70.3,173,572,698,28,116,1192,139,187,10,42
14.4,87.1,160,274,672,44,81,1146,115,78,8,55
10.5,85.1,152,257,580,39,47,1043,101,96,7,54
7.2,68.3,90,175,449,50,63,650,41,74,6,60
6.2,59.0,16,60,354,46,26,656,26,56,4,61
29.8,67.0,343,757,801,19,186,1077,247,285,10,38
10.9,49.1,66,280,442,77,65,588,90,155,9,61
22.5,74.2,230,482,782,33,126,1144,192,196,10,38
23.9,76.6,191,554,822,42,129,1248,213,268,10,35
27.5,59.0,241,684,727,32,194,1007,234,289,10,52
2.1,62.2,34,0,393,59,2,788,24,0,1,64
17.2,37.6,184,379,433,52,144,822,143,254,10,55
21.9,44.2,191,624,540,32,172,699,198,278,10,60
34.0,61.7,347,765,756,15,220,1376,290,387,10,44
5.9,73.8,85,194,548,73,40,799,58,30,3,48
1.8,35.7,31,43,306,82,26,406,0,0,3,75
1.6,43.1,30,138,194,90,9,337,35,25,1,58
31.5,49.9,329,772,819,21,239,1122,252,336,10,44
15.7,63.0,120,332,606,47,89,1071,106,190,10,45
0.8,78.1,0,0,448,79,0,821,0,0,1,53
22.1,53.0,236,576,580,51,173,1172,181,226,10,60
24.9,30.5,290,598,466,34,210,778,212,286,10,53
19.1,33.3,216,575,365,55,141,570,137,224,10,68
20.9,68.6,233,562,700,26,122,1221,161,226,10,39
27.6,51.0,298,779,672,26,224,1015,221,265,10,58
6.8,86.2,46,142,591,63,28,918,70,23,5,42
9.0,65.1,76,290,370,51,79,865,53,53,7,48
8.3,39.1,108,274,244,78,48,410,54,73,6,70
22.6,88.7,248,601,848,4,144,1167,209,181,10,50
30.8,65.9,285,797,735,20,201,1085,272,297,10,42
5.2,70.1,78,170,495,58,54,633,54,66,2,48
39.3,87.0,368,1046,958,0,203,1695,305,303,10,25
34.4,65.0,321,794,763,13,221,1138,287,312,10,46
29.3,82.2,310,646,943,4,188,1278,252,231,10,40
33.7,41.9,295,758,769,26,261,1019,299,411,10,45
35.6,88.5,332,814,951,16,199,1642,268,276,10,30
25.0,36.2,274,725,578,59,210,997,177,295,10,56
32.5,57.8,343,772,743,35,228,1171,278,359,10,53
9.2,83.6,111,279,639,43,67,822,67,38,4,48
35.8,85.6,388,799,984,7,216,1663,315,340,10,32
33.9,80.2,333,868,931,13,220,1493,297,345,10,32
22.7,60.6,254,488,658,54,170,1147,189,241,10,58
34.6,41.1,352,865,672,17,264,1155,301,438,10,43
37.9,87.8,353,900,1042,18,229,1701,321,286,10,43
13.1,46.8,140,380,385,74,96,878,76,140,10,61
8.9,84.0,95,157,621,29,68,1145,90,64,5,53
36.4,83.3,338,972,948,0,225,1408,304,335,10,45
11.7,31.0,143,265,311,53,114,532,97,186,10,59
31.0,67.9,333,838,775,25,224,1286,269,303,10,54
3.1,55.0,6,71,353,65,42,779,40,14,1,65
14.5,84.8,186,356,594,30,100,1306,126,133,10,53
16.3,79.6,127,425,695,44,101,951,111,195,10,47
9.7,32.0,135,196,320,78,65,554,60,119,8,65
38.9,83.3,402,1051,940,0,228,1757,282,365,10,44
30.6,80.0,294,783,949,18,192,1521,230,313,10,32
6.2,44.8,53,59,355,71,61,620,54,63,4,64
8.2,59.3,35,274,495,72,46,823,69,64,7,57
19.4,67.5,222,515,621,55,146,980,144,202,10,42
2.0,42.6,0,81,299,90,33,535,33,0,3,61
11.2,66.9,91,215,514,41,94,767,117,75,6,54
21.4,33.9,216,586,391,49,183,881,181,298,10,50
35.4,66.5,360,963,910,0,241,1563,271,392,10,33
33.6,77.3,291,920,942,20,198,1501,264,263,10,47
7.6,68.3,50,176,445,35,35,795,62,87,5,60
9.4,76.8,54,217,614,55,53,867,68,136,5,62
30.2,51.6,253,750,702,18,209,1260,219,343,10,55
10.5,81.7,149,329,477,28,43,1188,57,55,7,44
0.1,56.6,16,0,294,66,20,379,22,0,1,62
5.1,69.2,11,94,464,66,34,636,36,32,3,54
30.0,36.7,338,847,647,28,231,887,223,398,10,56
12.5,40.4,144,408,476,48,107,606,95,142,8,64
6.0,54.1,12,170,459,46,42,786,74,87,5,61
14.4,43.8,173,333,427,55,132,805,120,196,10,58
3.0,65.9,0,93,356,71,11,742,32,45,1,52
7.7,85.3,82,124,624,30,48,1079,86,59,5,56
31.8,35.0,338,755,576,32,257,946,225,392,10,62
7.1,51.5,27,168,349,77,37,850,41,64,5,57
28.3,31.2,310,791,568,43,240,1009,216,390,10,49
32.6,53.1,312,748,706,29,229,1135,259,390,10,41
39.5,88.5,408,943,1045,0,217,1872,321,296,10,40
12.3,40.4,94,278,434,57,104,747,85,140,10,68
14.9,68.8,99,456,530,61,114,967,105,118,10,47
24.3,37.9,268,626,523,32,202,739,166,257,10,51
20.6,59.6,190,422,621,42,133,900,181,194,10,51
29.9,68.2,329,655,788,36,195,1169,216,309,10,45
20.2,80.0,182,529,617,16,108,1269,153,178,10,40
10.5,63.3,108,231,535,38,82,677,91,99,5,54
11.0,36.3,69,304,393,62,91,618,77,165,10,64
9.0,70.9,86,269,574,59,65,1032,63,70,6,61
22.8,55.0,217,510,599,47,170,969,167,276,10,46
24.2,43.5,258,677,678,31,188,1005,169,309,10,55
15.0,38.8,183,442,424,57,121,781,108,182,10,70
2.0,49.6,20,0,325,60,15,451,27,1,1,67
37.4,55.9,369,1029,939,10,288,1441,278,433,10,37
11.1,81.1,94,183,667,34,84,1029,109,99,5,60
16.5,65.8,140,340,562,25,119,817,117,193,9,43
30.7,72.3,352,801,809,30,184,1452,258,301,10,52
35.9,30.6,314,887,762,35,310,1080,312,426,10,59
7.5,64.7,95,175,450,72,32,719,86,40,5,57
24.3,38.2,246,668,615,32,203,1008,201,263,10,57
36.2,42.3,327,811,788,27,276,1335,274,461,10,50
29.8,57.9,256,796,724,23,200,1231,230,366,10,49
20.2,45.4,208,460,484,56,155,951,170,270,10,50
25.5,57.8,268,724,648,22,183,1150,182,273,10,40
39.5,45.3,404,1015,735,33,301,1425,337,452,10,47
32.4,55.4,314,715,795,37,222,1165,232,319,10,52
28.3,56.1,264,690,689,41,188,1180,198,263,10,48
36.7,62.4,340,964,763,25,237,1377,319,401,10,34
23.8,49.9,279,574,555,54,184,980,202,225,10,57
16.3,65.0,128,444,517,33,129,1089,103,147,10,49
29.0,34.9,318,753,608,38,256,1118,235,366,10,61
34.6,85.4,393,835,900,17,206,1373,282,248,10,33
27.7,37.5,244,771,546,38,241,879,248,319,10,47
18.6,48.7,171,378,520,42,148,842,150,254,10,61
17.0,88.8,160,409,763,22,80,1399,152,177,8,47
22.7,65.0,178,582,577,28,149,1207,158,233,10,52
25.8,68.0,304,703,727,23,151,1366,205,287,10,38
34.2,35.4,378,839,601,50,272,975,302,432,10,48
19.3,33.3,243,571,425,37,170,584,160,206,10,63
36.5,69.4,386,897,892,4,234,1441,321,310,10,39
26.8,68.5,235,734,753,43,157,1367,195,236,10,50
26.8,58.2,298,747,627,46,184,1013,191,256,10,53
34.2,58.3,369,933,857,18,232,1466,244,365,10,38
23.3,44.3,184,632,631,50,163,731,173,273,10,62
18.7,48.7,208,407,573,31,150,1045,157,218,10,58
6.6,59.7,32,180,478,75,58,712,62,60,3,58
35.0,85.1,362,833,941,21,191,1695,301,288,10,28
38.8,65.4,386,980,985,24,266,1401,281,434,10,48
31.6,66.7,357,732,803,34,220,1210,245,317,10,37
14.7,37.8,120,399,316,45,118,861,138,138,10,55
29.0,73.7,310,748,825,35,167,1192,211,230,10,35
0.4,81.3,41,20,466,49,0,722,8,34,2,46
9.4,69.0,71,208,438,63,43,866,55,69,6,46
15.6,50.7,143,365,490,66,132,761,120,219,10,59
5.5,56.3,91,124,421,62,51,505,54,13,5,57
22.4,65.5,180,527,736,33,137,937,189,198,10,58
26.2,73.0,243,600,660,8,152,1064,184,201,10,40
38.4,63.6,425,1046,866,4,263,1603,319,412,10,39
37.6,42.2,417,999,813,40,315,1144,273,416,10,55
29.9,82.5,285,689,798,0,188,1375,240,262,10,43
21.8,88.0,194,580,850,36,103,1164,155,232,10,47
39.2,81.7,383,1033,913,8,247,1624,339,391,10,45
25.9,86.8,264,655,731,18,165,1338,208,231,10,49
24.7,89.7,263,559,851,29,140,1469,169,172,10,32
10.3,74.6,116,250,449,54,62,861,67,135,8,57
23.4,46.7,279,613,590,34,163,959,173,222,10,57
12.6,69.0,103,218,496,51,73,1100,99,94,8,48
8.7,41.9,106,209,289,56,61,447,87,99,8,60
27.7,74.6,259,601,767,3,189,1229,199,263,10,51
31.0,39.5,352,820,598,51,244,1186,235,394,10,59
11.9,53.6,104,277,522,51,79,913,111,123,10,49
9.7,84.0,66,194,513,53,62,883,84,67,4,58
35.5,34.1,341,824,733,15,278,1169,296,441,10,56
39.1,46.7,393,957,891,17,311,1158,298,454,10,43
19.1,81.7,170,380,769,26,117,1235,143,129,10,45
18.5,48.2,200,405,539,57,129,843,145,242,10,51
7.9,74.4,41,127,564,65,63,952,73,77,5,56
10.7,47.4,111,318,410,69,94,659,103,159,7,54
39.0,46.5,378,1013,775,19,292,1445,313,451,10,42
5.1,70.8,90,118,462,37,25,612,53,68,2,49
39.5,72.6,392,905,858,0,267,1439,326,381,10,38
11.5,51.3,70,221,364,72,85,564,86,161,10,62
28.8,46.8,279,645,589,29,208,1219,256,285,10,52
14.4,42.9,161,296,371,71,112,837,98,196,10,53
9.4,64.4,78,246,559,46,67,898,84,135,6,52
23.0,68.1,210,583,689,47,169,1167,183,191,10,44
12.1,68.5,107,362,442,49,69,932,96,96,7,55
12.3,36.3,150,220,455,50,82,731,85,125,10,63
16.3,52.4,180,363,553,52,133,803,130,177,10,53
36.5,85.2,346,990,1014,0,197,1624,314,266,10,30
9.0,70.9,41,148,514,66,52,966,82,52,7,57
32.3,80.1,337,710,868,2,191,1369,286,258,10,32
12.9,60.7,165,287,476,42,85,818,132,106,7,61
22.0,71.7,264,554,631,24,155,1131,173,179,10,51
39.3,76.5,403,1037,1062,14,232,1468,315,406,10,32
10.8,80.2,155,247,506,62,51,1028,94,69,4,55
28.0,41.9,254,710,578,42,233,862,253,368,10,54
28.2,85.4,243,789,823,4,175,1617,232,279,10,33
11.2,80.5,113,242,562,40,70,1217,80,147,5,42
39.8,74.8,442,965,966,15,254,1360,319,398,10,33
30.8,83.4,348,845,919,23,191,1634,243,272,10,41
28.3,72.8,306,765,743,2,193,1400,202,308,10,51
0.8,62.5,0,0,307,87,10,644,20,0,1,67
14.4,75.9,130,380,499,33,82,1145,119,137,9,42
0.8,33.2,40,0,184,89,5,315,0,0,2,64
14.7,74.9,114,403,583,21,93,1109,121,122,8,49
27.6,77.6,271,668,884,0,179,1294,220,280,10,47
19.5,38.7,174,449,426,68,168,974,133,270,10,53
23.5,67.0,205,508,727,51,156,1017,215,253,10,55
25.3,49.4,279,592,593,39,190,1107,219,266,10,57
30.2,34.2,304,723,535,18,234,801,245,342,10,45
18.2,62.8,188,426,650,46,141,880,149,166,10,43
3.0,71.0,13,77,460,60,30,797,29,0,1,56
1.0,85.4,54,35,533,75,0,795,27,0,3,56
11.4,75.3,115,199,508,32,59,938,105,126,6,47
17.6,85.7,180,340,603,33,86,1170,166,127,10,50
18.5,54.6,156,390,536,26,118,1014,163,219,10,57
8.4,50.8,122,158,304,48,54,596,39,93,6,61
34.9,52.4,315,930,759,17,260,1129,253,384,10,39
32.0,41.7,309,752,623,49,264,1170,255,364,10,43
0.6,41.0,34,7,219,99,5,515,0,23,1,64
19.8,61.8,192,560,666,52,154,932,161,255,10,53
38.0,73.9,423,954,996,0,227,1586,283,370,10,37
7.2,84.4,48,264,604,64,56,806,32,90,2,48
19.7,78.3,241,558,758,31,105,1263,182,220,10,48
31.7,38.0,309,739,633,38,275,867,247,420,10,47
22.4,89.2,208,606,815,17,132,1332,184,217,10,48
13.5,86.6,86,252,641,31,62,1147,130,101,7,39
15.6,34.9,107,303,330,51,116,704,112,204,10,63
19.8,88.2,239,498,814,43,100,1188,177,195,9,49
14.4,85.7,142,433,691,34,98,1070,93,82,7,51
35.7,80.4,312,832,885,0,200,1484,268,357,10,36
27.0,79.4,292,753,896,4,171,1186,204,225,10,46
11.4,49.0,157,347,375,43,88,830,66,127,8,66
7.2,73.6,83,205,571,58,35,1004,59,53,4,63
36.1,85.1,378,983,918,0,191,1719,310,282,10,40
27.4,42.9,318,685,687,43,203,1028,191,279,10,60
2.7,62.6,75,101,320,45,26,545,22,77,1,59
30.7,43.1,282,810,690,45,236,1000,234,370,10,58
35.0,47.1,378,876,719,16,251,1094,263,402,10,39
6.8,62.9,66,227,489,63,62,879,82,69,6,52
24.2,88.6,211,647,861,33,154,1425,202,184,10,41
37.4,71.5,336,1006,948,0,245,1530,299,338,10,38
25.5,50.0,281,721,702,37,211,838,234,260,10,54
27.8,40.6,304,676,704,47,228,910,218,373,10,51
35.7,59.8,371,927,737,0,264,1369,277,348,10,46
18.2,64.0,213,488,620,22,117,1012,161,224,10,48
24.6,74.5,260,563,739,38,140,1163,183,219,10,54
30.2,64.9,266,807,806,33,193,1441,228,298,10,49
0.6,86.4,47,101,367,47,7,806,33,0,1,48
0.5,30.2,0,60,116,77,15,178,23,0,2,62
6.8,54.5,117,76,292,64,60,803,28,84,4,58
3.3,73.4,1,24,451,41,25,944,17,54,1,47
35.7,30.3,309,937,757,50,284,886,305,424,10,55
25.5,65.6,220,647,669,27,153,1274,228,264,10,48
28.3,65.7,267,760,710,14,201,1261,214,277,10,39
19.2,68.6,221,435,643,17,115,973,146,215,10,41
7.1,48.5,93,271,340,47,61,429,32,109,6,65
32.0,69.8,286,895,752,5,207,1170,237,345,10,49
18.9,57.2,205,435,611,27,118,783,144,218,10,51
30.2,54.5,284,714,800,20,224,1080,236,323,10,39
9.8,80.3,143,308,632,55,77,830,79,138,4,55
2.8,56.5,76,2,352,68,14,633,20,65,4,52
16.7,70.3,169,482,642,58,107,1216,128,114,10,51
31.7,38.7,321,707,685,35,263,1152,274,420,10,48
12.4,65.7,155,308,461,66,73,1001,108,147,8,62
16.4,60.2,199,428,456,45,119,1010,158,191,10,49
26.2,43.5,264,586,655,41,205,804,214,292,10,52
25.3,44.5,218,721,660,59,182,887,186,297,10,61
7.7,47.8,117,255,351,51,54,755,60,48,7,67
27.0,36.9,282,617,637,30,208,718,219,324,10,65
29.5,51.1,287,801,648,39,216,1288,243,286,10,51
26.2,34.0,287,566,652,42,227,766,187,340,10,59
1.8,31.0,55,19,204,99,24,345,9,23,1,79
20.4,72.0,184,501,569,32,150,1220,155,150,10,39
27.7,56.3,314,766,765,36,210,1058,216,343,10,53
20.3,68.7,166,573,699,41,122,1193,180,249,10,49
36.9,57.1,332,910,746,10,261,1497,288,420,10,52
17.0,69.7,197,506,509,59,115,894,114,164,10,49
18.6,61.1,180,513,652,34,122,852,135,243,10,48
38.8,40.8,435,879,748,22,295,1151,288,415,10,53
35.2,40.8,380,861,649,40,270,1032,269,423,10,54
8.3,43.7,130,162,297,58,57,561,43,56,6,53
13.4,86.9,165,242,670,38,92,1201,137,112,6,46
7.2,43.2,85,187,417,53,52,570,53,74,4,73
24.1,75.1,196,555,766,16,159,1299,172,229,10,39
7.9,62.4,77,269,400,37,69,888,58,47,7,55
28.0,60.0,327,769,763,36,188,974,232,304,10,56
28.2,64.7,280,740,677,37,210,1342,199,334,10,43
12.6,43.9,116,236,502,40,114,673,88,197,8,58
18.3,48.0,163,409,432,44,151,800,170,244,10,60
1.2,76.3,0,0,425,73,13,708,10,0,2,59
13.6,75.1,153,437,533,56,100,1183,110,161,7,48
28.6,46.2,326,655,665,39,228,1150,233,319,10,58
12.3,41.5,146,259,375,48,115,705,109,169,9,60
28.1,87.9,288,692,854,24,162,1535,214,243,10,48
3.9,30.6,24,129,179,80,32,247,10,41,4,67
29.8,59.0,308,790,797,44,210,1178,227,271,10,44
19.0,78.3,210,377,606,43,114,1173,153,180,10,37
6.1,72.9,18,223,499,41,25,864,56,33,3,46
7.6,41.5,82,214,338,62,44,544,34,105,5,54
32.4,75.9,322,886,933,23,199,1504,260,294,10,45
10.3,46.2,139,177,472,66,95,777,65,100,9,59
6.6,79.7,75,232,507,69,56,1115,44,13,4,57
14.9,73.1,192,402,507,45,93,947,97,178,10,41
31.4,42.1,363,744,733,13,257,1030,223,353,10,56
36.8,30.8,333,967,613,47,319,958,310,504,10,46
12.3,82.8,101,330,651,47,81,890,70,113,7,41
33.8,66.4,292,766,763,17,232,1419,253,367,10,47
26.3,56.3,286,649,773,18,190,1009,199,235,10,45
28.4,80.9,310,701,833,33,164,1289,251,257,10,35
11.4,65.2,67,194,458,60,90,762,111,108,8,54
39.5,49.3,438,1068,835,0,317,1211,338,439,10,36
34.2,70.8,348,780,831,15,226,1407,302,306,10,39
13.0,89.4,129,301,740,31,75,963,99,136,8,55
31.4,68.1,273,783,882,36,226,1478,256,305,10,37
32.2,31.8,284,809,557,33,267,1036,234,393,10,51
34.2,45.3,299,917,665,25,251,1112,270,407,10,59
37.9,55.4,372,987,825,21,291,1175,277,406,10,47
14.8,69.7,166,441,562,49,96,1182,116,105,10,45
30.2,80.1,336,765,804,11,191,1358,221,221,10,35
15.9,83.9,168,382,623,37,93,958,121,162,7,56
19.7,56.3,229,448,594,48,128,1103,129,183,10,59
39.6,83.9,442,945,914,15,232,1796,324,365,10,40
28.2,38.6,263,787,548,29,236,1055,252,296,10,63
0.8,38.2,0,0,171,62,0,533,0,40,1,61
1.0,53.0,12,65,255,61,3,363,32,28,2,73
0.7,62.0,48,84,240,55,0,801,35,0,1,59
11.5,70.6,88,209,529,41,80,963,115,73,6,51
25.4,86.4,215,548,783,38,144,1236,210,248,10,39
15.4,30.9,164,327,481,52,143,800,95,198,10,69
15.6,83.5,167,301,555,31,75,1226,135,146,10,51
12.7,39.4,135,255,388,71,88,674,122,171,9,66
32.5,47.5,373,893,671,41,250,1066,252,331,10,51
25.7,88.2,271,578,891,2,149,1335,217,230,10,41
25.5,72.9,236,654,693,43,161,1407,227,287,10,46
3.2,63.1,62,14,415,66,10,529,1,26,1,63
28.0,69.3,324,639,673,17,199,1262,199,250,10,42
38.6,64.6,367,961,812,28,261,1529,279,373,10,34
21.2,76.4,201,616,797,33,116,1183,143,196,10,53
31.5,36.9,351,849,728,22,267,1070,282,409,10,63
8.5,35.1,98,196,300,70,69,651,97,114,8,59
7.9,80.4,44,146,433,56,38,1056,56,44,5,46
31.6,89.2,340,757,910,20,175,1596,258,276,10,30
32.0,64.2,363,787,873,33,225,1161,285,293,10,44
32.2,36.2,354,815,753,34,259,1122,254,363,10,55
23.5,69.5,276,581,634,14,141,1013,192,253,10,45
5.4,83.8,94,67,530,43,23,1087,14,9,4,47
36.0,33.8,371,843,720,21,286,934,272,437,10,42
23.0,67.8,246,514,715,25,154,1240,214,223,10,49
30.2,67.1,301,803,854,4,219,1110,250,297,10,41
10.5,41.4,85,357,330,66,70,715,80,174,9,64
6.5,58.6,28,159,303,64,39,845,42,68,5,50
